brand,processor_brand,processor_name,proc_gn,ram,ram_type,ssd,hdd,graphic_card_gb,Price
1,1,0,12,16,1,128,1000,8,188259
3,2,5,8,8,0,128,500,0,86249
4,2,1,12,32,0,0,500,6,219045
6,0,5,13,4,2,256,0,8,152909
4,2,7,12,32,2,1024,0,2,198596
4,1,4,11,16,0,512,0,2,138143
4,1,4,10,32,0,512,1000,4,200821
2,0,7,12,8,1,0,1000,0,90800
0,2,5,11,4,1,256,2000,2,105030
5,1,4,9,32,1,128,2000,2,182849
3,2,0,12,4,1,128,0,4,118806
1,2,6,13,8,0,1024,0,4,148937
0,2,2,9,16,0,128,500,6,159995
4,0,3,12,16,0,512,1000,6,183502
6,2,5,8,4,1,1024,0,6,133271
4,1,1,11,16,0,256,1000,2,141288
6,2,1,11,8,2,1024,0,4,138274
5,1,4,8,4,1,256,2000,0,81156
6,2,2,10,8,2,128,0,6,135637
0,1,3,13,8,1,0,2000,8,175269
3,1,1,11,16,0,1024,500,2,145517
6,2,7,9,16,1,1024,500,0,126072
6,2,7,13,32,2,512,500,2,201001
3,1,6,11,8,1,512,0,6,148019
0,0,3,10,16,2,256,500,2,133336
4,2,7,9,8,0,0,0,6,133270
6,0,1,13,32,2,512,1000,2,198437
3,2,7,9,8,0,512,2000,6,148486
5,2,0,8,4,2,128,1000,4,107360
3,2,4,12,32,0,128,0,4,201398
5,2,1,8,32,2,512,500,4,191163
0,0,1,13,8,0,256,2000,4,143925
4,2,1,12,8,0,0,500,4,126976
3,1,6,8,16,0,512,1000,8,177910
1,1,2,12,4,2,256,0,2,102813
1,0,1,11,8,2,256,2000,4,209287
2,2,7,9,32,0,512,2000,8,236653
6,1,0,12,32,1,256,0,8,237098
0,0,1,11,16,0,1024,0,2,144743
3,2,5,10,4,1,256,2000,2,102852
1,1,5,8,32,0,512,1000,6,212355
6,1,2,10,32,2,256,1000,6,216869
1,0,3,13,16,1,512,500,4,164384
3,2,6,11,8,2,128,2000,0,103917
5,2,0,10,32,1,512,0,6,215176
3,1,4,10,4,1,256,0,0,80467
2,1,0,11,4,1,512,0,6,136240
3,1,5,9,4,1,0,0,8,136829
3,2,5,12,4,2,512,2000,8,163762
2,0,2,13,16,1,512,1000,8,203550
0,0,3,13,8,0,0,500,0,176262
3,2,3,8,16,0,0,1000,4,140400
2,0,2,12,4,1,0,500,6,133882
6,1,1,8,4,2,1024,0,6,128018
0,0,0,13,4,2,512,0,0,95829
5,0,5,12,16,1,0,2000,8,190311
3,0,0,10,4,2,0,0,4,105872
0,1,0,9,32,2,512,2000,6,213974
0,2,6,10,4,2,1024,2000,4,133697
6,1,5,9,32,1,512,2000,4,207724
0,2,3,11,32,0,256,0,2,185041
5,2,4,8,4,0,1024,0,4,115967
0,2,0,8,16,0,1024,1000,2,141274
3,0,5,11,8,0,128,500,0,96996
1,0,0,12,8,0,512,1000,8,171904
0,2,6,11,32,2,512,0,2,186622
2,2,1,13,16,2,0,500,4,157193
1,0,7,11,8,2,0,2000,8,161231
0,1,5,9,4,1,1024,500,4,118004
5,2,2,13,4,2,128,2000,4,131176
4,1,7,11,32,0,512,0,2,188207
1,0,0,8,16,2,128,500,0,108272
6,2,2,10,16,0,256,2000,4,153227
6,1,2,9,8,2,512,1000,2,113630
5,1,2,9,8,0,0,1000,4,121679
0,1,5,12,4,2,1024,2000,8,172223
3,0,3,10,32,0,128,1000,0,166169
0,0,0,9,16,0,512,1000,4,141647
5,1,7,11,8,1,1024,500,0,107078
6,1,6,9,8,2,0,1000,0,84808
0,0,3,9,32,0,512,500,8,230229
6,1,0,9,32,2,128,0,8,222907
1,1,1,12,4,0,256,1000,6,141105
3,0,1,9,32,1,0,0,0,154090
1,1,5,9,4,1,128,1000,4,108822
6,1,2,12,4,1,512,2000,8,163216
6,1,6,13,32,1,0,2000,4,213606
4,0,0,10,32,0,512,0,0,166390
4,1,7,13,32,2,256,0,8,239127
1,0,0,8,32,1,256,0,6,204378
2,0,3,12,32,1,1024,2000,0,190854
1,2,1,12,4,1,1024,0,4,132646
4,2,4,9,8,2,1024,2000,6,154696
6,1,3,9,16,0,512,0,0,112047
5,0,0,8,16,0,1024,500,8,184271
1,2,6,9,4,0,128,500,0,76513
6,1,0,11,4,0,512,1000,2,109618
5,2,0,9,8,2,512,500,4,125533
5,2,5,9,32,2,1024,0,8,231925
4,0,7,11,4,2,1024,500,8,158442
1,0,6,8,16,1,512,500,2,129647
0,2,5,11,32,2,256,0,6,216178
3,2,2,12,4,0,256,500,8,154121
4,0,7,11,32,2,1024,0,6,225688
4,1,3,10,16,1,256,500,6,165833
0,0,6,12,32,0,128,0,6,218840
3,2,3,9,4,2,128,2000,0,82749
6,1,1,12,4,0,128,2000,2,112406
2,2,0,8,16,0,512,1000,4,151191
1,1,3,8,8,2,512,500,2,107915
2,2,3,11,8,2,512,1000,8,166417
6,1,5,12,32,1,512,0,2,190951
4,1,3,9,4,2,512,2000,4,121568
3,2,2,8,4,2,1024,0,0,81554
4,1,2,13,16,2,256,1000,8,198636
5,0,7,9,16,0,1024,0,0,120107
4,2,0,13,4,1,256,0,8,153634
4,0,4,10,16,0,1024,0,4,157662
6,2,1,13,8,2,128,0,0,102115
6,1,3,8,8,1,0,2000,4,122668
6,1,3,11,32,2,512,0,4,198822
2,1,6,10,16,0,0,0,2,128882
5,2,5,12,32,0,0,2000,8,240975
6,0,4,9,16,2,128,0,6,153990
3,0,7,8,16,1,0,0,6,151952
2,2,1,10,8,0,0,1000,0,93358
0,2,4,10,4,2,128,2000,4,116557
3,0,3,8,16,2,256,500,2,123806
1,0,6,12,16,2,1024,0,8,197001
1,0,0,12,16,1,0,1000,0,123040
3,0,5,11,4,2,512,2000,4,131665
6,2,0,13,32,2,128,0,6,222866
0,2,7,12,32,0,0,500,6,216270
0,1,4,11,16,2,256,0,8,182243
2,0,5,13,16,1,256,1000,8,194007
0,1,3,10,32,2,512,0,8,239386
1,2,7,8,32,1,0,1000,0,153278
5,2,0,12,8,2,512,2000,8,177222
6,1,6,11,16,2,256,500,0,121042
0,0,7,10,32,2,256,0,2,180856
2,0,2,12,8,1,1024,1000,4,150070
1,0,6,9,4,0,256,500,6,122397
5,0,4,10,16,1,128,500,0,112587
4,1,5,12,32,0,1024,0,4,214013
4,1,5,10,16,1,512,1000,8,188917
5,2,3,8,8,2,256,0,6,133260
1,0,3,8,32,2,128,0,0,152001
2,0,2,8,4,0,1024,2000,8,155253
5,0,4,13,4,0,128,2000,4,130053
6,1,0,9,8,1,1024,0,2,116771
6,0,5,8,4,1,1024,2000,4,123868
4,1,5,9,4,0,1024,1000,0,92429
0,0,5,8,4,0,512,2000,2,96941
2,0,0,13,4,1,1024,500,2,121376
4,2,5,10,4,0,1024,0,8,157066
0,0,7,12,4,0,128,0,4,118213
0,0,4,12,4,0,1024,1000,0,105499
6,2,6,8,32,0,512,0,2,173619
1,1,6,12,4,2,512,2000,8,158938
3,1,2,8,32,2,1024,500,2,187177
1,0,7,8,16,0,128,0,4,134496
3,1,5,11,8,1,512,2000,6,159482
5,0,5,11,4,2,128,500,0,84455
6,2,3,11,8,1,512,0,6,147591
0,2,3,9,4,1,256,0,4,107508
2,0,2,11,32,2,1024,0,6,226822
3,2,5,8,4,1,512,500,4,107868
1,2,2,13,16,1,1024,0,4,167630
0,0,7,13,8,0,512,0,8,171414
3,0,6,10,8,0,0,2000,6,145814
3,2,5,11,16,0,0,2000,2,141325
3,1,4,13,32,2,0,2000,4,213063
2,1,0,11,32,0,512,2000,6,225299
6,0,7,10,16,1,1024,0,2,144910
2,0,5,13,8,1,0,500,0,103966
4,1,0,8,4,1,512,0,2,102217
0,2,4,9,32,1,512,1000,6,215579
6,1,3,11,4,1,1024,500,6,146603
6,1,2,13,8,2,1024,1000,2,134361
6,1,3,13,4,1,0,0,2,105231
1,1,6,10,16,2,128,500,4,145860
6,0,3,8,32,1,256,500,6,203920
2,0,5,12,32,2,512,2000,4,218001
6,2,4,13,16,2,512,0,4,160055
5,2,3,9,16,1,512,1000,0,118665
0,2,5,10,32,1,256,500,6,213821
6,2,6,13,32,1,128,500,4,209221
0,1,0,13,32,1,1024,2000,0,197519
5,0,4,10,8,0,512,500,4,129573
5,0,3,10,8,0,1024,2000,4,143167
0,2,2,11,8,2,0,500,6,142228
3,2,2,13,4,2,0,500,2,105393
4,1,4,12,8,0,0,0,2,109437
1,1,5,9,32,2,512,500,6,212359
3,2,3,8,8,1,256,2000,2,108524
3,0,3,8,32,2,512,2000,8,235103
2,0,4,12,16,2,0,2000,2,143230
1,0,3,10,4,2,0,1000,4,112891
1,2,0,10,4,0,512,500,4,116556
3,0,5,10,16,0,256,0,0,114808
6,1,6,13,32,2,256,0,6,224377
2,1,0,10,4,1,1024,1000,0,94607
2,2,0,10,8,2,128,500,4,122163
5,1,2,13,32,0,0,2000,4,215526
1,2,5,13,4,1,256,1000,0,98696
3,0,4,12,16,2,0,1000,8,188759
5,0,1,11,32,0,512,2000,2,192398
0,0,2,13,4,1,0,1000,8,156991
4,1,5,9,16,2,256,1000,8,181904
2,2,3,10,8,0,1024,2000,8,246257
0,0,4,11,8,1,512,500,8,163643
0,2,1,8,32,2,512,0,2,173592
6,0,4,12,8,1,256,0,6,149512
4,1,1,11,32,1,256,2000,0,178648
0,1,1,13,16,1,128,2000,8,200466
0,2,2,10,8,0,0,500,8,154482
4,1,3,10,8,2,128,1000,0,95597
4,1,2,10,32,1,512,500,0,169359
0,2,1,11,4,1,0,1000,6,133482
4,0,5,10,8,1,128,1000,4,127614
0,1,7,13,32,0,512,500,6,227410
0,2,5,11,16,1,0,2000,4,156435
6,1,7,10,32,0,1024,2000,2,199097
3,1,5,8,32,0,1024,500,6,216461
0,1,6,8,8,1,128,1000,2,101965
5,1,0,9,4,1,256,1000,0,79763
2,2,4,10,16,0,0,1000,6,165795
1,2,2,10,8,0,128,1000,0,91861
3,2,6,11,8,1,256,500,8,161304
3,1,6,11,8,0,256,0,0,95083
3,1,4,10,16,0,0,2000,8,183155
6,1,4,9,4,1,0,2000,4,114465
0,2,5,10,16,1,512,0,8,176801
6,1,7,13,16,2,512,1000,4,169976
0,0,3,11,4,1,128,0,8,143864
6,1,5,10,16,1,0,0,8,177678
6,0,3,11,32,1,256,0,2,182118
2,1,6,10,16,2,512,2000,2,144065
5,2,3,12,8,0,1024,2000,0,124279
6,1,7,11,16,1,256,0,2,135576
2,0,5,9,8,1,512,0,4,123546
4,0,1,12,16,2,1024,0,2,152322
0,1,4,13,8,2,512,1000,0,114373
6,0,1,10,8,2,0,1000,6,140424
1,0,7,13,8,0,256,1000,4,135992
3,2,0,11,4,2,1024,2000,6,152198
4,1,7,12,16,0,512,500,4,160999
4,1,0,13,16,1,1024,0,0,136647
2,1,5,9,32,1,128,0,2,172451
4,0,4,11,32,1,256,500,6,220563
5,1,7,12,32,2,0,0,6,216463
6,1,1,13,16,1,1024,1000,2,160010
6,2,0,12,4,2,512,1000,0,93919
1,2,4,12,8,0,1024,500,2,132114
3,2,2,13,16,1,512,1000,8,200037
2,0,2,8,4,0,1024,500,8,151166
3,1,2,10,8,2,0,1000,8,143531
4,2,3,11,16,2,0,0,6,161430
1,2,7,11,8,1,256,2000,6,149339
3,2,5,11,4,1,0,1000,0,84869
5,1,1,12,16,2,1024,500,4,168983
6,1,5,13,8,1,1024,2000,2,140656
4,1,3,10,32,1,0,0,4,194433
1,0,5,9,4,0,128,2000,6,130150
3,0,0,11,4,2,1024,500,2,113942
2,2,2,13,16,0,256,0,6,174463
5,1,1,10,16,1,128,0,0,116548
5,2,7,10,8,0,0,1000,2,106429
3,1,5,8,32,2,512,2000,6,216206
6,1,5,13,32,0,1024,1000,8,256115
3,1,6,11,16,0,512,0,8,184488
4,0,6,12,16,1,256,1000,6,176050
3,0,6,10,8,2,128,1000,4,129867
5,1,7,10,16,1,512,500,0,119228
1,2,2,9,8,1,256,1000,0,88138
3,1,4,8,8,2,512,0,6,136943
6,1,2,10,32,0,512,1000,0,174418
1,2,1,10,8,1,256,0,2,107412
2,1,2,12,32,0,1024,0,0,181514
0,2,7,12,32,2,512,500,8,240964
3,0,0,9,32,1,256,0,6,204515
6,0,0,13,16,0,512,0,2,145718
1,2,7,9,32,0,1024,500,0,174411
6,0,6,9,8,1,256,0,8,153118
2,0,5,12,16,2,512,500,4,163465
5,2,3,13,8,0,0,2000,0,110239
6,0,3,12,16,2,1024,2000,8,206411
1,1,4,8,8,1,512,2000,8,161858
6,1,5,11,4,0,128,0,8,148214
6,2,4,11,4,0,256,1000,8,149243
6,0,6,8,4,0,512,500,4,109608
4,1,4,11,8,2,1024,2000,6,165491
4,1,5,13,8,0,1024,500,8,202357
5,0,1,12,32,0,128,2000,6,225204
3,0,5,11,32,1,128,2000,4,209116
6,1,3,13,8,0,512,0,4,141546
2,1,0,12,8,2,0,500,2,114350
3,2,6,13,8,1,1024,0,2,129019
2,2,1,8,8,1,0,500,8,147391
3,1,7,9,32,0,0,500,6,204558
5,2,1,8,16,1,512,1000,4,144623
6,1,1,11,32,0,256,2000,0,176984
6,1,4,12,8,1,256,0,2,116779
0,2,3,13,4,2,256,1000,2,114144
2,2,4,11,32,0,128,500,0,169874
3,0,4,11,4,2,1024,2000,6,155367
3,0,7,9,4,0,128,0,6,120492
4,0,6,11,8,2,1024,1000,6,157141
0,1,5,9,32,2,1024,500,8,233785
0,2,2,12,16,1,1024,1000,8,202848
1,1,4,12,32,0,512,500,0,176583
4,2,2,13,16,1,256,500,4,159113
4,1,6,9,16,2,128,2000,0,117166
4,0,2,8,8,0,128,0,4,111322
2,0,4,12,8,2,512,2000,0,136178
2,0,7,13,32,2,1024,0,8,254017
5,1,2,8,32,2,256,0,6,202641
5,2,6,12,4,2,0,500,2,98683
4,2,6,12,16,1,0,1000,0,126324
0,0,0,13,8,2,512,0,0,107574
3,0,0,13,8,1,256,0,2,120479
2,0,7,10,32,2,0,0,0,158592
0,0,2,11,16,0,0,0,6,166457
6,2,2,11,8,2,128,500,2,111936
2,1,0,8,16,2,256,2000,2,134206
2,1,5,11,16,0,0,1000,6,164060
5,1,3,8,4,0,128,500,6,120128
3,1,6,12,8,2,256,500,2,114329
3,0,5,10,4,2,1024,500,6,141553
1,0,5,10,8,1,256,0,6,138787
1,0,1,12,8,0,512,1000,6,177825
1,1,1,13,8,0,128,500,2,120969
1,0,5,9,32,1,1024,0,0,171042
6,0,1,9,16,2,128,500,4,139734
0,2,0,11,8,2,128,0,2,111868
2,2,0,13,4,0,0,0,4,116658
4,0,3,8,4,1,256,500,6,123131
5,2,5,10,16,2,128,0,6,157915
5,2,6,11,4,0,128,1000,0,85776
1,0,2,12,16,2,512,0,6,175331
2,0,6,13,16,2,512,500,4,164863
0,0,4,10,16,2,512,1000,2,140657
4,0,0,8,8,0,128,0,2,97812
2,1,7,8,16,1,1024,500,0,118943
4,1,7,9,4,1,256,2000,4,119676
0,0,0,11,32,2,128,2000,6,222047
4,2,4,12,8,1,0,1000,8,163002
2,0,7,10,4,2,1024,1000,0,95424
1,0,1,8,16,0,1024,1000,0,124790
5,2,0,10,16,0,256,0,8,179008
5,1,7,12,32,0,1024,1000,2,201530
1,0,0,10,4,2,256,0,2,98529
4,0,3,11,8,1,1024,500,2,123598
0,1,2,9,4,0,256,0,8,142367
3,1,2,10,16,2,512,0,6,169325
2,2,6,13,8,1,512,500,6,159742
3,1,4,9,16,1,1024,2000,4,163677
1,1,0,12,16,1,1024,0,4,169089
0,1,5,9,4,2,256,0,2,90127
2,2,6,10,32,2,256,500,8,228634
1,1,6,10,16,2,128,1000,0,116905
4,1,0,13,4,0,512,500,6,142327
5,2,0,8,8,2,128,2000,8,151360
3,1,6,13,32,0,128,1000,4,209281
6,1,6,10,16,0,0,2000,6,170269
0,2,2,9,16,0,256,0,6,156497
0,0,5,13,8,2,0,2000,8,173107
4,2,1,13,4,0,0,2000,4,129238
3,1,6,8,16,2,128,500,8,173248
4,1,1,10,8,2,0,1000,0,94201
3,1,2,10,16,0,256,0,6,162415
0,2,6,12,4,0,128,0,8,147219
0,1,7,8,32,0,256,0,8,219346
6,1,6,12,4,2,1024,1000,0,102252
0,2,0,12,4,2,0,1000,8,151385
2,0,4,12,8,0,128,2000,6,142143
6,0,4,11,8,0,512,2000,2,126304
4,1,6,12,16,1,256,1000,2,144398
6,2,3,13,32,0,0,0,4,202648
2,1,7,9,8,1,256,1000,0,90237
5,2,5,13,4,1,256,500,4,126279
5,2,6,13,32,2,1024,1000,2,206101
5,0,1,10,4,2,256,1000,0,82896
5,0,5,11,4,1,1024,0,8,157491
1,2,7,12,4,1,1024,2000,8,173734
3,1,6,10,32,0,1024,500,6,224330
1,0,3,8,16,1,0,500,2,121915
1,1,2,8,4,0,256,500,8,136198
1,0,3,10,16,2,256,1000,0,121534
5,0,0,9,32,0,1024,0,8,235483
2,1,3,10,32,2,256,1000,4,202137
0,0,1,10,4,1,256,2000,4,119080
0,0,2,11,16,1,1024,0,4,162657
3,1,0,8,16,1,512,500,4,144044
5,0,2,8,4,0,512,1000,4,113224
5,0,4,12,8,2,1024,0,6,158059
5,0,2,13,8,2,0,1000,4,136334
6,1,6,10,32,2,256,0,6,212902
4,2,5,10,32,2,256,500,6,212728
6,1,4,9,8,2,512,2000,8,162344
4,2,4,8,8,0,1024,2000,0,104855
5,0,5,9,8,2,0,1000,4,121464
5,2,1,11,4,1,512,500,0,95409
6,1,4,12,4,2,512,1000,2,109764
6,1,2,9,4,1,512,1000,6,132385
4,0,3,8,4,0,256,0,2,84647
0,2,7,11,4,0,128,0,6,131736
4,0,1,10,4,1,0,0,4,108198
6,0,2,11,32,2,0,500,2,178935
2,1,0,13,16,0,128,500,8,191760
6,2,0,9,32,0,512,1000,2,180980
2,2,3,8,16,0,1024,0,6,168085
3,2,1,9,32,2,0,500,6,207500
6,2,1,10,32,1,128,1000,0,165617
3,0,3,10,4,1,256,500,2,98338
0,0,1,8,4,2,256,1000,8,138202
4,1,4,13,16,0,512,2000,4,173706
2,0,6,12,16,2,0,0,0,116046
4,0,6,11,4,2,1024,2000,2,120757
3,1,1,11,32,1,0,1000,0,169896
2,1,4,10,16,2,256,1000,2,135929
4,1,4,9,8,2,0,0,4,112418
6,0,5,9,8,0,256,0,4,120320
5,0,5,13,8,0,128,1000,8,169941
3,1,7,12,16,1,128,500,0,122468
4,1,7,9,4,0,256,0,8,135409
3,1,7,11,4,2,1024,1000,2,114424
1,0,7,9,4,2,1024,0,4,116388
3,0,3,12,16,2,0,0,4,152154
2,2,3,11,16,1,256,2000,6,176387
1,0,5,9,8,0,512,2000,6,151186
2,0,6,11,16,2,1024,500,8,194500
5,0,4,10,8,0,1024,0,0,102564
1,1,0,10,8,0,128,1000,2,108034
6,0,6,13,4,0,1024,1000,8,174465
3,1,2,10,16,0,1024,0,4,157044
4,2,3,9,4,1,1024,0,4,119461
0,2,7,12,4,1,256,500,4,120662
3,1,7,11,16,1,512,500,2,137731
3,1,2,8,16,2,128,500,8,170099
5,1,6,10,32,2,0,1000,2,178080
6,0,7,10,8,2,1024,2000,4,144345
0,2,6,8,32,1,0,500,6,202154
1,1,4,8,8,0,256,1000,8,148560
1,0,5,9,8,1,1024,500,6,148931
1,2,0,11,8,2,0,1000,8,159029
2,0,6,10,4,2,0,0,4,107216
2,2,4,12,4,0,512,1000,6,144789
4,0,1,9,16,1,256,0,6,157313
0,2,1,9,8,0,128,1000,8,152940
1,2,6,12,8,1,128,2000,6,154090
2,0,1,12,8,2,512,1000,6,154767
4,1,6,13,4,0,0,0,4,120244
6,2,7,12,16,0,512,0,8,203151
4,1,5,8,4,1,512,1000,8,145950
2,0,1,10,32,1,256,1000,0,166775
5,1,3,13,32,1,1024,500,8,253739
5,1,6,8,32,2,0,2000,4,193245
1,1,6,13,16,1,128,0,6,175593
5,1,6,10,32,2,128,2000,0,171717
1,1,5,13,16,1,512,0,6,179426
1,2,4,8,4,1,512,0,8,141677
2,2,1,11,4,2,512,500,2,106631
5,2,0,10,16,1,0,0,6,160923
1,0,0,9,4,2,512,0,8,142151
0,1,2,10,8,2,512,0,4,114324
6,2,7,10,16,1,1024,500,8,191339
4,0,5,10,32,1,0,2000,0,168321
4,2,4,11,16,0,256,500,2,140274
2,2,6,8,8,1,256,1000,2,104706
5,1,4,9,4,0,1024,500,2,107083
5,0,5,8,16,1,512,1000,4,141815
1,1,5,13,4,2,256,1000,2,112908
3,1,5,13,32,2,0,500,6,223567
1,2,2,13,4,0,128,500,4,123743
6,1,5,8,16,1,512,500,8,176639
0,0,7,12,32,0,0,2000,0,176332
4,1,2,11,32,1,128,500,4,198662
1,1,2,12,32,1,256,0,0,171507
3,1,1,13,8,2,512,500,4,140274
3,2,3,11,16,0,512,1000,8,188324
1,0,2,8,16,2,0,2000,0,116844
2,2,5,13,32,2,512,0,4,219391
4,2,5,8,4,2,128,1000,0,75600
2,2,1,11,32,0,1024,2000,2,205200
0,2,4,8,8,1,256,2000,2,108142
3,2,6,8,32,1,0,0,2,169261
3,0,2,9,16,0,1024,0,6,172306
6,1,6,12,32,1,1024,2000,2,208131
0,2,7,12,4,0,0,500,2,103260
3,2,0,12,16,0,128,2000,8,195903
0,0,5,10,8,1,256,0,0,78746
4,0,4,9,32,2,0,2000,0,165624
5,1,7,13,16,0,1024,500,2,154723
3,0,1,13,8,0,1024,500,0,113195
6,1,4,13,16,0,0,0,4,153878
4,2,0,12,4,0,1024,2000,2,127651
1,2,0,12,16,1,0,0,2,133852
0,1,1,9,8,1,0,1000,6,132659
1,0,3,8,8,0,256,0,4,115840
2,1,1,12,8,2,0,0,2,111611
4,0,5,13,8,1,1024,0,2,129502
1,2,7,8,4,2,512,2000,0,86372
3,0,3,12,16,2,256,1000,2,141743
0,1,5,11,32,0,1024,2000,2,204489
5,1,7,10,8,1,1024,0,2,117896
4,2,4,12,32,0,256,1000,2,190808
3,0,3,11,32,0,256,0,6,213796
6,0,3,9,16,2,1024,0,4,154885
2,0,5,11,32,2,512,0,6,220026
0,2,1,9,32,2,128,2000,0,168059
4,0,6,12,4,0,1024,500,8,163609
4,1,4,9,32,0,256,1000,2,182583
0,0,4,11,16,0,0,1000,0,121761
5,2,1,10,32,0,0,2000,8,234769
6,0,3,8,16,0,256,500,2,125639
2,0,3,8,8,0,256,1000,2,100143
6,1,5,10,32,0,128,2000,8,234835
3,0,6,13,32,0,256,500,6,224174
3,1,4,8,32,1,0,0,8,219360
6,1,0,12,8,1,512,1000,8,172024
2,2,2,13,4,1,256,1000,4,129323
0,1,2,12,32,1,128,500,2,185455
2,1,6,11,16,0,512,1000,2,144101
2,2,7,11,4,0,128,2000,6,141469
1,1,5,13,4,2,512,500,6,144705
0,2,6,13,4,2,256,1000,4,126225
2,0,1,13,32,1,0,1000,4,209629
5,2,1,13,8,2,512,2000,4,147307
2,1,2,9,8,1,1024,1000,6,151793
2,2,3,13,32,0,128,1000,8,239382
2,1,2,13,16,0,512,1000,2,153264
1,0,3,11,16,2,128,0,2,131000
1,2,5,12,16,0,0,2000,0,129502
3,0,3,11,32,0,128,2000,6,221329
1,1,6,8,8,1,128,0,6,125339
5,1,5,9,32,2,1024,2000,4,212871
5,0,7,9,8,0,128,1000,0,88002
1,2,5,12,4,2,512,1000,0,98622
6,2,6,13,32,0,128,1000,6,223714
0,1,1,11,8,1,256,2000,4,135388
1,0,5,8,4,0,128,2000,2,95650
2,0,6,11,4,2,256,500,4,113523
4,2,7,13,32,2,128,0,2,189477
0,2,5,13,8,1,128,2000,6,156091
0,2,2,10,4,0,512,500,4,116222
5,0,7,11,32,1,256,0,0,164127
0,2,5,12,4,2,256,0,8,151516
1,2,0,11,16,1,1024,1000,0,136199
2,1,3,9,32,0,128,1000,2,177480
2,2,6,8,4,0,128,500,6,119117
3,2,5,12,32,1,512,500,4,211062
2,0,6,10,32,2,1024,1000,6,223641
2,0,3,8,8,2,1024,1000,6,144974
5,1,5,8,8,1,512,0,2,102929
2,2,2,9,4,0,256,0,6,121413
3,1,0,9,32,0,0,2000,4,197677
4,0,0,9,32,0,512,1000,0,164096
1,1,7,12,16,0,256,0,6,168156
5,0,5,11,32,2,1024,500,4,216159
4,1,3,8,8,0,512,0,4,118643
5,1,5,11,32,1,0,1000,2,183091
6,2,6,11,8,1,128,0,6,140902
0,1,4,9,16,1,512,1000,2,138524
6,2,1,11,4,1,0,0,0,78885
2,2,5,8,8,0,0,0,0,87503
4,2,0,8,4,2,512,2000,4,117356
2,2,0,13,4,0,256,500,6,140464
0,1,1,10,4,2,512,500,4,115470
5,0,0,12,8,0,1024,1000,6,149473
0,0,2,11,8,2,0,1000,2,110972
3,0,5,12,16,1,0,1000,0,122948
0,1,5,12,32,1,128,0,0,171591
3,2,5,12,8,2,512,0,2,110126
0,0,4,13,16,2,128,0,8,189538
1,1,0,12,32,2,0,500,8,231333
3,2,6,13,4,1,0,1000,8,157422
0,0,0,8,32,1,512,0,6,206053
2,2,5,11,32,0,512,500,2,192745
2,0,2,13,16,2,1024,2000,6,196407
6,0,3,10,32,2,256,1000,6,215595
2,0,5,12,4,2,1024,2000,2,127128
5,2,5,10,8,1,0,500,6,134275
1,1,7,8,8,2,1024,1000,2,116852
0,2,2,8,16,2,512,0,8,176316
6,0,4,9,4,1,0,500,8,137336
5,2,3,12,4,2,512,2000,6,143213
5,1,0,9,32,0,1024,2000,0,181332
3,2,6,10,16,1,128,2000,2,138220
2,1,5,11,4,1,256,500,4,115412
4,1,4,9,4,1,1024,500,4,122145
4,2,3,8,4,0,1024,1000,6,134738
6,0,6,12,8,1,256,1000,0,104186
1,1,4,10,8,1,0,0,2,113992
4,2,2,13,8,1,0,500,8,165950
0,1,2,8,32,1,128,1000,6,206411
4,0,3,13,32,0,1024,500,2,202543
6,2,0,11,32,2,256,0,2,181815
4,2,1,12,4,2,1024,500,2,116163
0,2,6,11,8,1,512,2000,0,111677
3,0,2,11,4,0,1024,500,2,114812
1,1,1,12,4,1,1024,2000,0,107929
6,2,3,12,16,2,512,1000,0,133493
3,1,2,13,4,2,512,1000,2,115649
3,1,2,11,32,0,256,1000,8,234100
3,0,4,10,8,2,0,0,2,103301
5,2,1,13,8,1,128,2000,8,175950
1,1,4,12,4,0,512,0,6,138410
2,2,2,8,32,2,0,0,4,180255
0,2,1,13,32,1,256,1000,6,226034
5,0,7,9,32,0,1024,2000,0,182983
2,2,1,10,8,1,256,500,6,140699
1,2,4,13,32,2,256,500,4,213151
3,1,6,12,32,1,512,2000,4,212913
6,0,3,12,4,0,128,500,8,150340
2,2,3,10,16,1,512,1000,6,173398
0,1,0,9,32,2,1024,1000,0,173852
0,0,6,13,4,0,512,0,0,94962
4,0,6,13,4,0,1024,1000,8,173374
2,1,6,11,32,2,512,500,8,238113
6,1,0,8,16,1,128,0,6,155358
5,1,6,12,8,1,0,2000,8,165228
3,1,5,13,16,2,128,2000,4,166264
4,1,0,13,32,0,512,0,0,176470
0,2,3,13,16,2,256,1000,4,163964
5,2,5,9,4,0,0,0,2,90531
5,0,0,8,4,0,256,0,4,101104
3,2,2,13,16,1,128,1000,0,129495
2,2,2,10,8,2,0,2000,2,112743
0,2,3,12,16,0,512,0,6,172352
6,1,2,11,32,1,256,2000,2,194487
5,0,6,10,8,2,512,500,8,161472
3,0,0,12,16,2,1024,1000,0,138788
6,0,5,9,16,0,0,500,8,175662
2,0,6,8,8,0,256,2000,4,125332
0,2,5,8,16,0,128,500,6,152676
2,2,4,12,32,2,128,500,0,170330
5,1,1,10,4,0,128,500,6,127873
6,0,5,11,32,2,128,0,0,163268
6,2,5,9,16,1,256,0,8,178005
6,2,0,12,4,2,1024,1000,4,133781
5,1,3,9,8,0,128,2000,2,113682
5,1,6,8,32,2,128,2000,6,210457
